NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PEG10	1	ENSG00000242265	
TNFSF10	1	ENSG00000121858	
FBXO4	1	ENSG00000151876	
FBXO3	1	ENSG00000110429	
TNFSF11	1	ENSG00000120659	
FBXO6	1	ENSG00000116663	
FBXO5	1	ENSG00000112029	
FBXO8	1	ENSG00000164117	
FBXO7	1	ENSG00000100225	
FBXO9	1	ENSG00000112146	
GIMAP1-GIMAP5	1	ENSG00000281887	
FBXO2	1	ENSG00000116661	
LINC00092	1	ENSG00000225194	
BCS1L	1	ENSG00000074582	
SNORC	1	ENSG00000182600	
MT1F	1	ENSG00000198417	
MT1G	1	ENSG00000125144	
MTCP1	1	ENSG00000214827	
FLYWCH2	1	ENSG00000162076	
MT1H	1	ENSG00000205358	
FLYWCH1	1	ENSG00000059122	
MT1B	1	ENSG00000169688	
MT1E	1	ENSG00000169715	
CERKL	1	ENSG00000188452	
AARS1	1	ENSG00000090861	
AARS2	1	ENSG00000124608	
SDC4	1	ENSG00000124145	
SDC2	1	ENSG00000169439	
MYCBP2	1	ENSG00000005810	
SDC3	1	ENSG00000162512	
CWF19L2	1	ENSG00000152404	
TGFA	1	ENSG00000163235	
APOO	1	ENSG00000184831	
APOM	1	ENSG00000204444	
STK38L	1	ENSG00000211455	
IGHV1-69D	1	ENSG00000280411	
APOE	1	ENSG00000130203	
APOBEC3C	1	ENSG00000244509	
MSR1	1	ENSG00000038945	
APOBEC3D	1	ENSG00000243811	
APOBEC3F	1	ENSG00000128394	
MIR3648-1	1	ENSG00000275708	
TNFSF14	1	ENSG00000125735	
AFDN-DT	1	ENSG00000198221	
APOBEC3G	1	ENSG00000239713	
TGDS	1	ENSG00000088451	
APOBEC3H	1	ENSG00000100298	
DDIAS	1	ENSG00000165490	
TNFSF15	1	ENSG00000181634	
TNFSF12	1	ENSG00000239697	
TNFSF13	1	ENSG00000161955	
IGF2	1	ENSG00000167244	
DELE1	1	ENSG00000081791	
IGF1	1	ENSG00000017427	
AC106820.5	1	ENSG00000260874	
BST2	1	ENSG00000130303	
BST1	1	ENSG00000109743	
FBXL8	1	ENSG00000135722	
MSRA	1	ENSG00000175806	
CWF19L1	1	ENSG00000095485	
FBXL3	1	ENSG00000005812	
FBXL2	1	ENSG00000153558	
FBXL5	1	ENSG00000118564	
FBXL4	1	ENSG00000112234	
APOBEC3A	1	ENSG00000128383	
LDHAL6A	1	ENSG00000166800	
APOBEC3B	1	ENSG00000179750	
FBXL6	1	ENSG00000182325	
MRPS17	1	ENSG00000239789	
EIF4A1P4	1	ENSG00000257790	
IGHM	1	ENSG00000211899	
EIF4A1P5	1	ENSG00000226161	
MRPS15	1	ENSG00000116898	
EIF4A1P2	1	ENSG00000235001	
MRPS16	1	ENSG00000182180	
SIRPG-AS1	1	ENSG00000237914	
MRPS14	1	ENSG00000120333	
MRPS11	1	ENSG00000181991	
LINC01393	1	ENSG00000225535	
MRPS12	1	ENSG00000128626	
MRPS10	1	ENSG00000048544	
TMSB15B-AS1	1	ENSG00000231728	
VMO1	1	ENSG00000182853	
RAC2	1	ENSG00000128340	
SDF4	1	ENSG00000078808	
RAC3	1	ENSG00000169750	
SDF2	1	ENSG00000132581	
RAC1	1	ENSG00000136238	
LINC01388	1	ENSG00000231808	
MRPS28	1	ENSG00000147586	
MRPS26	1	ENSG00000125901	
MRPS27	1	ENSG00000113048	
MRPS24	1	ENSG00000062582	
SYK	1	ENSG00000165025	
MRPS25	1	ENSG00000131368	
MRPS22	1	ENSG00000175110	
MST1	1	ENSG00000173531	
MRPS23	1	ENSG00000181610	
GAB1	1	ENSG00000109458	
PRPF40B	1	ENSG00000110844	
MRPS21	1	ENSG00000266472	
GAB3	1	ENSG00000160219	
PRPF40A	1	ENSG00000196504	
GAB2	1	ENSG00000033327	
SYP	1	ENSG00000102003	
GAB4	1	ENSG00000215568	
APRT	1	ENSG00000198931	
RAP2C	1	ENSG00000123728	
CNKSR2	1	ENSG00000149970	
CNKSR1	1	ENSG00000142675	
RAP2A	1	ENSG00000125249	
RAP2B	1	ENSG00000181467	
CNKSR3	1	ENSG00000153721	
SDE2	1	ENSG00000143751	
TLCD4	1	ENSG00000152078	
IGHD	1	ENSG00000211898	
HSD11B1-AS1	1	ENSG00000227591	
IGHE	1	ENSG00000211891	
MICU3	1	ENSG00000155970	
TLCD2	1	ENSG00000185561	
TLCD1	1	ENSG00000160606	
MICU2	1	ENSG00000165487	
MICU1	1	ENSG00000107745	
ZNF710-AS1	1	ENSG00000259291	
TLCD5	1	ENSG00000181264	
DYNC1I2	1	ENSG00000077380	
SELPLG	1	ENSG00000110876	
MRPS35	1	ENSG00000061794	
MRPS36	1	ENSG00000134056	
MRPS33	1	ENSG00000090263	
MRPS34	1	ENSG00000074071	
PRELID3BP3	1	ENSG00000264907	
MRPS31	1	ENSG00000102738	
PRICKLE2	1	ENSG00000163637	
PRICKLE3	1	ENSG00000012211	
MRPS30	1	ENSG00000112996	
PRICKLE1	1	ENSG00000139174	
SH3BGRL	1	ENSG00000131171	
ZFP14	1	ENSG00000142065	
IGKC	1	ENSG00000211592	
MSX1	1	ENSG00000163132	
RAE1	1	ENSG00000101146	
MAP3K2	1	ENSG00000169967	
DYNC1H1	1	ENSG00000197102	
MAP3K3	1	ENSG00000198909	
MAP3K1	1	ENSG00000095015	
SLC25A5P1	1	ENSG00000215347	
SORT1	1	ENSG00000134243	
GAD1	1	ENSG00000128683	
IGIP	1	ENSG00000182700	
APTX	1	ENSG00000137074	
CEBPA-DT	1	ENSG00000267296	
VMP1	1	ENSG00000062716	
PDCL3	1	ENSG00000115539	
APTR	1	ENSG00000214293	
TACC3	1	ENSG00000013810	
CACHD1	1	ENSG00000158966	
RAD1	1	ENSG00000113456	
HDGF	1	ENSG00000143321	
TACC1	1	ENSG00000147526	
TACC2	1	ENSG00000138162	
MAMLD1	1	ENSG00000013619	
ZFP28	1	ENSG00000196867	
DENND5B	1	ENSG00000170456	
TACO1	1	ENSG00000136463	
NUS1P1	1	ENSG00000235636	
NCMAP	1	ENSG00000184454	
TGM1	1	ENSG00000092295	
ZNF80	1	ENSG00000174255	
ZNF81	1	ENSG00000197779	
ZNF83	1	ENSG00000167766	
ZNF84	1	ENSG00000198040	
ZNF85	1	ENSG00000105750	
IGFLR1	1	ENSG00000126246	
DENND5A	1	ENSG00000184014	
TGM5	1	ENSG00000104055	
TGM3	1	ENSG00000125780	
RAG1	1	ENSG00000166349	
TGM2	1	ENSG00000198959	
MSX2	1	ENSG00000120149	
ZGRF1	1	ENSG00000138658	
RADX	1	ENSG00000147231	
DNAJB12	1	ENSG00000148719	
DNAJB13	1	ENSG00000187726	
ZNF98	1	ENSG00000197360	
SDHC	1	ENSG00000143252	
DNAJB14	1	ENSG00000164031	
ZNF99	1	ENSG00000213973	
SDHD	1	ENSG00000204370	
SDHA	1	ENSG00000073578	
SDHB	1	ENSG00000117118	
ZNF90	1	ENSG00000213988	
ZNF91	1	ENSG00000167232	
ZNF92	1	ENSG00000146757	
ZNF93	1	ENSG00000184635	
PSPC1	1	ENSG00000121390	
DNAJB11	1	ENSG00000090520	
ITGA6-AS1	1	ENSG00000232788	
DENND6B	1	ENSG00000205593	
BBOF1	1	ENSG00000119636	
DENND6A	1	ENSG00000174839	
RAF1	1	ENSG00000132155	
OR1A1	1	ENSG00000172146	
DIPK1A	1	ENSG00000154511	
RAI1	1	ENSG00000108557	
RNASEH1	1	ENSG00000171865	
LPXN	1	ENSG00000110031	
IL36RN	1	ENSG00000136695	
FGF22	1	ENSG00000070388	
RAI2	1	ENSG00000131831	
AP002954.1	1	ENSG00000255422	
DENND4B	1	ENSG00000198837	
DENND4A	1	ENSG00000174485	
DENND4C	1	ENSG00000137145	
HLA-F-AS1	1	ENSG00000214922	
IFT20	1	ENSG00000109083	
FGF17	1	ENSG00000158815	
SDK1	1	ENSG00000146555	
IFT22	1	ENSG00000128581	
FGF19	1	ENSG00000162344	
FGF18	1	ENSG00000156427	
IFT27	1	ENSG00000100360	
FGF13	1	ENSG00000129682	
SDK2	1	ENSG00000069188	
FGF11	1	ENSG00000161958	
STEAP3-AS1	1	ENSG00000229867	
LDHAP3	1	ENSG00000236090	
LDHAP4	1	ENSG00000214110	
TAT	1	ENSG00000198650	
LDHAP7	1	ENSG00000235847	
TAZ	1	ENSG00000102125	
MYSM1	1	ENSG00000162601	
VN1R105P	1	ENSG00000242856	
IFT52	1	ENSG00000101052	
LASP1	1	ENSG00000002834	
EEF2K	1	ENSG00000103319	
GGACT	1	ENSG00000134864	
IFT57	1	ENSG00000114446	
TBP	1	ENSG00000112592	
DIPK2B	1	ENSG00000147113	
EEF1G	1	ENSG00000254772	
IFT43	1	ENSG00000119650	
EEF1D	1	ENSG00000104529	
DDR1-DT	1	ENSG00000237775	
MRPS30-DT	1	ENSG00000251141	
PRICKLE2-AS3	1	ENSG00000226017	
IFT46	1	ENSG00000118096	
DIPK2A	1	ENSG00000181744	
SCAMP1-AS1	1	ENSG00000245556	
RALA	1	ENSG00000006451	
RALB	1	ENSG00000144118	
GALT	1	ENSG00000213930	
IGLV3-1	1	ENSG00000211673	
POMZP3	1	ENSG00000146707	
PSMB10	1	ENSG00000205220	
IFT74	1	ENSG00000096872	
IL1RL1	1	ENSG00000115602	
IL1RL2	1	ENSG00000115598	
NWD1	1	ENSG00000188039	
IGLV3-9	1	ENSG00000211670	
MTA1	1	ENSG00000182979	
OXCT1	1	ENSG00000083720	
IGKV1-39	1	ENSG00000242371	
TGS1	1	ENSG00000137574	
TDG	1	ENSG00000139372	
MVB12B	1	ENSG00000196814	
MVB12A	1	ENSG00000141971	
SLIT1	1	ENSG00000187122	
DROSHA	1	ENSG00000113360	
TDH	1	ENSG00000154316	
RALY	1	ENSG00000125970	
OXCT2	1	ENSG00000198754	
MTA2	1	ENSG00000149480	
MTA3	1	ENSG00000057935	
HSD3B7	1	ENSG00000099377	
OR1D2	1	ENSG00000184166	
ACTBP11	1	ENSG00000188460	
ACTBP13	1	ENSG00000234667	
ZNF793-AS1	1	ENSG00000266916	
WARS1	1	ENSG00000140105	
WARS2	1	ENSG00000116874	
GALC	1	ENSG00000054983	
GALE	1	ENSG00000117308	
TEC	1	ENSG00000135605	
VN1R108P	1	ENSG00000230772	
TNIP1	1	ENSG00000145901	
TEF	1	ENSG00000167074	
TNIP2	1	ENSG00000168884	
TNIP3	1	ENSG00000050730	
GALM	1	ENSG00000143891	
SLIRP	1	ENSG00000119705	
IPO13	1	ENSG00000117408	
IPO11	1	ENSG00000086200	
TES	1	ENSG00000135269	
MSANTD3	1	ENSG00000066697	
MSANTD4	1	ENSG00000170903	
CAPN15	1	ENSG00000103326	
FAR2P2	1	ENSG00000178162	
MTBP	1	ENSG00000172167	
FAR2P1	1	ENSG00000180178	
FAR2P3	1	ENSG00000240253	
TFG	1	ENSG00000114354	
MSANTD1	1	ENSG00000188981	
ZSCAN31	1	ENSG00000235109	
IGKV1-16	1	ENSG00000240864	
MSANTD2	1	ENSG00000120458	
ZSCAN30	1	ENSG00000186814	
IGKV1-17	1	ENSG00000240382	
ZSCAN32	1	ENSG00000140987	
IGKV1-12	1	ENSG00000243290	
HOMER3	1	ENSG00000051128	
GAMT	1	ENSG00000130005	
MBNL1	1	ENSG00000152601	
PRKCI	1	ENSG00000163558	
PRKCH	1	ENSG00000027075	
MBNL2	1	ENSG00000139793	
DNAAF2	1	ENSG00000165506	
PRKCB	1	ENSG00000166501	
DNAAF1	1	ENSG00000154099	
PRKCE	1	ENSG00000171132	
PRKCD	1	ENSG00000163932	
AFAP1	1	ENSG00000196526	
PRKCA	1	ENSG00000154229	
DNAAF5	1	ENSG00000164818	
DNAAF4	1	ENSG00000256061	
AP4B1-AS1	1	ENSG00000226167	
GANC	1	ENSG00000214013	
MTAP	1	ENSG00000099810	
DAAM1	1	ENSG00000100592	
ZSCAN20	1	ENSG00000121903	
IGKV1-27	1	ENSG00000244575	
PRKD3	1	ENSG00000115825	
DAAM2	1	ENSG00000146122	
ZSCAN22	1	ENSG00000182318	
ZSCAN21	1	ENSG00000166529	
ZSCAN23	1	ENSG00000187987	
PRKCQ	1	ENSG00000065675	
PRKD2	1	ENSG00000105287	
ZSCAN26	1	ENSG00000197062	
PRKD1	1	ENSG00000184304	
ZSCAN25	1	ENSG00000197037	
FREM2	1	ENSG00000150893	
ZSCAN29	1	ENSG00000140265	
PRKDC	1	ENSG00000253729	
PRDM15	1	ENSG00000141956	
CAPN10-DT	1	ENSG00000260942	
PRDM13	1	ENSG00000112238	
PRDM11	1	ENSG00000019485	
SDSL	1	ENSG00000139410	
PRKCZ	1	ENSG00000067606	
PRDM10	1	ENSG00000170325	
MTDH	1	ENSG00000147649	
LINC02617	1	ENSG00000256288	
GAR1	1	ENSG00000109534	
LINC02614	1	ENSG00000241288	
ZSCAN12	1	ENSG00000158691	
LINC02615	1	ENSG00000251432	
LINC02610	1	ENSG00000186235	
ZSCAN16	1	ENSG00000196812	
ZSCAN18	1	ENSG00000121413	
FAM120AOS	1	ENSG00000188938	
LINC02611	1	ENSG00000226791	
BTF3	1	ENSG00000145741	
HOMER1	1	ENSG00000152413	
HOMER2	1	ENSG00000103942	
HDAC2-AS2	1	ENSG00000228624	
MEX3D	1	ENSG00000181588	
MEX3C	1	ENSG00000176624	
MEX3B	1	ENSG00000183496	
MEX3A	1	ENSG00000254726	
LINC02606	1	ENSG00000284693	
LINC02605	1	ENSG00000261618	
LINC02604	1	ENSG00000273142	
GAPT	1	ENSG00000175857	
CDKN1C	1	ENSG00000129757	
SETD4	1	ENSG00000185917	
DENND1C	1	ENSG00000205744	
BTG3	1	ENSG00000154640	
SETD5	1	ENSG00000168137	
DENND1B	1	ENSG00000213047	
CDKN1A	1	ENSG00000124762	
BTG2	1	ENSG00000159388	
RARG	1	ENSG00000172819	
SETD2	1	ENSG00000181555	
CDKN1B	1	ENSG00000111276	
BTG1	1	ENSG00000133639	
SETD3	1	ENSG00000183576	
SETD9	1	ENSG00000155542	
SETD6	1	ENSG00000103037	
DENND1A	1	ENSG00000119522	
SETD7	1	ENSG00000145391	
ASH2L	1	ENSG00000129691	
ASGR1	1	ENSG00000141505	
ADAMTSL5	1	ENSG00000185761	
ADAMTSL4	1	ENSG00000143382	
MTG1	1	ENSG00000148824	
MTG2	1	ENSG00000101181	
ADAMTSL3	1	ENSG00000156218	
DENND11	1	ENSG00000257093	
DENND10	1	ENSG00000119979	
ADAMTSL2	1	ENSG00000197859	
TK2	1	ENSG00000166548	
TK1	1	ENSG00000167900	
RPL14P3	1	ENSG00000241923	
DENND2D	1	ENSG00000162777	
DENND2C	1	ENSG00000175984	
ZSCAN5A	1	ENSG00000131848	
RNU6-1053P	1	ENSG00000251739	
DENND2B	1	ENSG00000166444	
DENND2A	1	ENSG00000146966	
FAM3D-AS1	1	ENSG00000244383	
ASAP1-IT2	1	ENSG00000280543	
COPZ2	1	ENSG00000005243	
ASH1L	1	ENSG00000116539	
COPZ1	1	ENSG00000111481	
ANGPTL6	1	ENSG00000130812	
MTF1	1	ENSG00000188786	
MTF2	1	ENSG00000143033	
RARA	1	ENSG00000131759	
GAS2	1	ENSG00000148935	
GAS1	1	ENSG00000180447	
SINHCAF	1	ENSG00000139146	
TKT	1	ENSG00000163931	
GAS6	1	ENSG00000183087	
GART	1	ENSG00000159131	
GAS5	1	ENSG00000234741	
GAS8	1	ENSG00000141013	
ZNF528-AS1	1	ENSG00000269834	
PAPSS2	1	ENSG00000198682	
PAPSS1	1	ENSG00000138801	
ERMP1	1	ENSG00000099219	
TOMM20P2	1	ENSG00000255987	
OLFML3	1	ENSG00000116774	
ARRDC1-AS1	1	ENSG00000203993	
MBNL3	1	ENSG00000076770	
CDKN2D	1	ENSG00000129355	
HOXB-AS1	1	ENSG00000230148	
CDKN2B	1	ENSG00000147883	
CDKN2C	1	ENSG00000123080	
CDKN2A	1	ENSG00000147889	
IL10RB	1	ENSG00000243646	
IL10RA	1	ENSG00000110324	
GATC	1	ENSG00000257218	
GATB	1	ENSG00000059691	
GATM	1	ENSG00000171766	
OSTM1	1	ENSG00000081087	
COQ8B	1	ENSG00000123815	
COQ8A	1	ENSG00000163050	
LINC01353	1	ENSG00000231507	
GTF2B	1	ENSG00000137947	
LINC02681	1	ENSG00000229649	
LINC02680	1	ENSG00000285737	
TNC	1	ENSG00000041982	
TNF	1	ENSG00000232810	
SETP3	1	ENSG00000266648	
SETP8	1	ENSG00000213526	
LINC01348	1	ENSG00000280587	
SETP9	1	ENSG00000235101	
TCF3P1	1	ENSG00000236567	
LINC01347	1	ENSG00000214837	
GTF2I	1	ENSG00000263001	
MAP2K3	1	ENSG00000034152	
MAP2K4	1	ENSG00000065559	
LINC01341	1	ENSG00000227953	
MAP2K1	1	ENSG00000169032	
MAP2K2	1	ENSG00000126934	
RALGAPA1	1	ENSG00000174373	
SKIDA1	1	ENSG00000180592	
RALGAPA2	1	ENSG00000188559	
GTF3A	1	ENSG00000122034	
LARP4B	1	ENSG00000107929	
H4C15	1	ENSG00000270276	
H4C14	1	ENSG00000270882	
H4C11	1	ENSG00000197238	
LINC01337	1	ENSG00000251221	
AC091390.5	1	ENSG00000239969	
PPEF1	1	ENSG00000086717	
TOX	1	ENSG00000198846	
PPEF2	1	ENSG00000156194	
LINC02664	1	ENSG00000272381	
LINC02666	1	ENSG00000283141	
LINC01376	1	ENSG00000236204	
INSIG2	1	ENSG00000125629	
INSIG1	1	ENSG00000186480	
MTLN	1	ENSG00000175701	
MTM1	1	ENSG00000171100	
ESPNL	1	ENSG00000144488	
TPR	1	ENSG00000047410	
ESPNP	1	ENSG00000268869	
BTLA	1	ENSG00000186265	
MAP2K7	1	ENSG00000076984	
MAP2K5	1	ENSG00000137764	
MAP2K6	1	ENSG00000108984	
LINC02694	1	ENSG00000175779	
LINC02693	1	ENSG00000212719	
LINC02696	1	ENSG00000254427	
SYNJ2	1	ENSG00000078269	
COPS4	1	ENSG00000138663	
COPRS	1	ENSG00000172301	
COPS3	1	ENSG00000141030	
COPS6	1	ENSG00000168090	
COPS5	1	ENSG00000121022	
SYNJ1	1	ENSG00000159082	
COPS2	1	ENSG00000166200	
LINC01359	1	ENSG00000226891	
COPS8	1	ENSG00000198612	
LINC01355	1	ENSG00000261326	
LINC01356	1	ENSG00000215866	
COPS9	1	ENSG00000172428	
LINC01358	1	ENSG00000237352	
TCP10L	1	ENSG00000242220	
GAL3ST1	1	ENSG00000128242	
BMPR2	1	ENSG00000204217	
ASH1L-AS1	1	ENSG00000235919	
SYNE4	1	ENSG00000181392	
MTO1	1	ENSG00000135297	
SYNE3	1	ENSG00000176438	
SYNE2	1	ENSG00000054654	
SYNE1	1	ENSG00000131018	
TRO	1	ENSG00000067445	
THBD	1	ENSG00000178726	
PRKG2	1	ENSG00000138669	
PROX1-AS1	1	ENSG00000230461	
LINC02635	1	ENSG00000283000	
SERAC1	1	ENSG00000122335	
LINC01307	1	ENSG00000231671	
LINC01301	1	ENSG00000251396	
PRKG1	1	ENSG00000185532	
GAL3ST4	1	ENSG00000197093	
SECISBP2L	1	ENSG00000138593	
LANCL1	1	ENSG00000115365	
TSN	1	ENSG00000211460	
TST	1	ENSG00000128311	
ESPL1	1	ENSG00000135476	
LANCL2	1	ENSG00000132434	
LANCL3	1	ENSG00000147036	
LINC02624	1	ENSG00000229775	
ALDH9A1	1	ENSG00000143149	
MTPN	1	ENSG00000105887	
LEPROT	1	ENSG00000213625	
DGCR11	1	ENSG00000273311	
TTK	1	ENSG00000112742	
TTL	1	ENSG00000114999	
TTN	1	ENSG00000155657	
NUTM2HP	1	ENSG00000232706	
ABLIM1	1	ENSG00000099204	
ABLIM2	1	ENSG00000163995	
LINC02656	1	ENSG00000212743	
TUB	1	ENSG00000166402	
LINC01320	1	ENSG00000228262	
MIR147B	1	ENSG00000284386	
MTOR	1	ENSG00000198793	
GLOD4	1	ENSG00000167699	
LINC02649	1	ENSG00000215244	
LINC02648	1	ENSG00000225948	
LINC01311	1	ENSG00000260924	
TCERG1	1	ENSG00000113649	
OLFM5P	1	ENSG00000224295	
C12orf57	1	ENSG00000111678	
MTRR	1	ENSG00000124275	
HDAC10	1	ENSG00000100429	
WDSUB1	1	ENSG00000196151	
ZMYND8	1	ENSG00000101040	
PITPNB	1	ENSG00000180957	
AQP9	1	ENSG00000103569	
HDAC11	1	ENSG00000163517	
PITPNA	1	ENSG00000174238	
AQP6	1	ENSG00000086159	
MKI67	1	ENSG00000148773	
RPS4XP22	1	ENSG00000239830	
GBA2	1	ENSG00000070610	
AQP3	1	ENSG00000165272	
AQP1	1	ENSG00000240583	
KIAA0930	1	ENSG00000100364	
C12orf60	1	ENSG00000182993	
BTRC	1	ENSG00000166167	
SYNPO	1	ENSG00000171992	
C12orf66	1	ENSG00000174206	
C12orf65	1	ENSG00000130921	
DYNC2H1	1	ENSG00000187240	
RPS4XP14	1	ENSG00000243663	
CPT1A	1	ENSG00000110090	
RPS4XP13	1	ENSG00000240371	
C12orf45	1	ENSG00000151131	
IFRD2	1	ENSG00000214706	
RPS4XP17	1	ENSG00000244097	
IFRD1	1	ENSG00000006652	
C12orf49	1	ENSG00000111412	
RPS4XP16	1	ENSG00000224892	
KNL1	1	ENSG00000137812	
CPT1C	1	ENSG00000169169	
CPT1B	1	ENSG00000205560	
NIF3L1	1	ENSG00000196290	
TATDN2P2	1	ENSG00000218226	
IGKV2D-29	1	ENSG00000243264	
IGKV2D-28	1	ENSG00000242534	
RPL37P23	1	ENSG00000243680	
C12orf50	1	ENSG00000165805	
UHRF1BP1	1	ENSG00000065060	
HECA	1	ENSG00000112406	
C12orf54	1	ENSG00000177627	
RTEL1	1	ENSG00000258366	
BCYRN1	1	ENSG00000236824	
IGKV2D-30	1	ENSG00000239571	
TSC22D1-AS1	1	ENSG00000278156	
TXK	1	ENSG00000074966	
TRANK1	1	ENSG00000168016	
ST20-AS1	1	ENSG00000259642	
SLC7A14-AS1	1	ENSG00000285051	
TXN	1	ENSG00000136810	
STRIP1	1	ENSG00000143093	
STRIP2	1	ENSG00000128578	
RPS2P45	1	ENSG00000244378	
SYNRG	1	ENSG00000275066	
OCEL1	1	ENSG00000099330	
VNN1	1	ENSG00000112299	
VNN2	1	ENSG00000112303	
VNN3	1	ENSG00000093134	
SMURF2P1	1	ENSG00000248121	
C12orf73	1	ENSG00000204954	
RPS2P36	1	ENSG00000227032	
RBAK	1	ENSG00000146587	
C12orf77	1	ENSG00000226397	
C12orf76	1	ENSG00000174456	
RPS2P32	1	ENSG00000232818	
C12orf75	1	ENSG00000235162	
TENM1	1	ENSG00000009694	
RANP4	1	ENSG00000225125	
RANP1	1	ENSG00000236603	
TENM3	1	ENSG00000218336	
GBE1	1	ENSG00000114480	
RPL13P12	1	ENSG00000215030	
RPS2P28	1	ENSG00000179157	
SEC61G	1	ENSG00000132432	
TMED3	1	ENSG00000166557	
TMED2	1	ENSG00000086598	
DGCR6L	1	ENSG00000128185	
TMED1	1	ENSG00000099203	
SEC61B	1	ENSG00000106803	
TMED7	1	ENSG00000134970	
TMED6	1	ENSG00000157315	
ERMAP	1	ENSG00000164010	
LINC02598	1	ENSG00000256155	
TMED5	1	ENSG00000117500	
LINC01269	1	ENSG00000258689	
TMED4	1	ENSG00000158604	
LINC02595	1	ENSG00000231566	
ZYG11B	1	ENSG00000162378	
TMED9	1	ENSG00000184840	
ZYG11A	1	ENSG00000203995	
TMED8	1	ENSG00000100580	
LINC02591	1	ENSG00000263590	
LINC01260	1	ENSG00000283440	
HEG1	1	ENSG00000173706	
SCNM1	1	ENSG00000163156	
SCAND2P	1	ENSG00000176700	
C12orf10	1	ENSG00000139637	
SDCCAG8	1	ENSG00000054282	
AVPI1	1	ENSG00000119986	
LINC01259	1	ENSG00000249667	
DTYMK	1	ENSG00000168393	
LINC01299	1	ENSG00000254081	
L3MBTL2-AS1	1	ENSG00000235513	
RBFA	1	ENSG00000101546	
C12orf40	1	ENSG00000180116	
NOP14-AS1	1	ENSG00000249673	
C12orf43	1	ENSG00000157895	
C12orf42	1	ENSG00000179088	
LINC01285	1	ENSG00000203650	
TM4SF19	1	ENSG00000145107	
MTX1	1	ENSG00000173171	
LINC01281	1	ENSG00000235304	
MTX2	1	ENSG00000128654	
C12orf29	1	ENSG00000133641	
MTX3	1	ENSG00000177034	
LINC01283	1	ENSG00000234191	
AL157756.1	1	ENSG00000254718	
GBF1	1	ENSG00000107862	
NR6A1	1	ENSG00000148200	
PRKRA	1	ENSG00000180228	
COPG2	1	ENSG00000158623	
COPG1	1	ENSG00000181789	
LINC01278	1	ENSG00000235437	
HEIH	1	ENSG00000278970	
FRA10AC1	1	ENSG00000148690	
TCAF2C	1	ENSG00000283528	
GAS5-AS1	1	ENSG00000270084	
CCL4L2	1	ENSG00000276070	
HELB	1	ENSG00000127311	
GOLGA6L9	1	ENSG00000197978	
GOLGA6L6	1	ENSG00000277322	
GOLGA6L4	1	ENSG00000184206	
STX16-NPEPL1	1	ENSG00000254995	
IL11RA	1	ENSG00000137070	
GOLGA6L3	1	ENSG00000188388	
STIMATE	1	ENSG00000213533	
ACYP2	1	ENSG00000170634	
CDPF1	1	ENSG00000205643	
ACYP1	1	ENSG00000119640	
GOLGA6L1	1	ENSG00000273976	
RSBN1	1	ENSG00000081019	
MBNL1-AS1	1	ENSG00000229619	
ZCCHC8	1	ENSG00000033030	
ZCCHC7	1	ENSG00000147905	
COPB2	1	ENSG00000184432	
COPB1	1	ENSG00000129083	
ZCCHC9	1	ENSG00000131732	
ALOX15	1	ENSG00000161905	
YWHAZP4	1	ENSG00000213131	
ZMAT1	1	ENSG00000166432	
ZMAT2	1	ENSG00000146007	
UBB	1	ENSG00000170315	
ZMAT3	1	ENSG00000172667	
C15orf61	1	ENSG00000189227	
ZMAT4	1	ENSG00000165061	
UBD	1	ENSG00000213886	
ZMAT5	1	ENSG00000100319	
UBC	1	ENSG00000150991	
LONRF3	1	ENSG00000175556	
C15orf62	1	ENSG00000188277	
LONRF1	1	ENSG00000154359	
LONRF2	1	ENSG00000170500	
LSINCT5	1	ENSG00000281560	
CPSF4	1	ENSG00000160917	
CPSF7	1	ENSG00000149532	
FDX1P1	1	ENSG00000181741	
CPSF6	1	ENSG00000111605	
HELQ	1	ENSG00000163312	
MPIG6B	1	ENSG00000204420	
CPSF1	1	ENSG00000071894	
CPSF3	1	ENSG00000119203	
CPSF2	1	ENSG00000165934	
HELZ	1	ENSG00000198265	
SEM1	1	ENSG00000127922	
SELP	1	ENSG00000174175	
SELL	1	ENSG00000188404	
BAMBI	1	ENSG00000095739	
CRYL1	1	ENSG00000165475	
FGFR4	1	ENSG00000160867	
ZCCHC4	1	ENSG00000168228	
RBIS	1	ENSG00000176731	
FGFR3	1	ENSG00000068078	
ZCCHC3	1	ENSG00000247315	
FGFR2	1	ENSG00000066468	
ZCCHC2	1	ENSG00000141664	
FGFR1	1	ENSG00000077782	
GLP1R	1	ENSG00000112164	
C15orf39	1	ENSG00000167173	
UCN	1	ENSG00000163794	
THRA	1	ENSG00000126351	
SMG1P1	1	ENSG00000237296	
SMG1P2	1	ENSG00000205534	
SMG1P3	1	ENSG00000180747	
SMG1P4	1	ENSG00000185710	
SMG1P5	1	ENSG00000183604	
SMG1P6	1	ENSG00000254634	
SMG1P7	1	ENSG00000261556	
OPLAH	1	ENSG00000178814	
RBM3	1	ENSG00000102317	
RBM4	1	ENSG00000173933	
MIR762HG	1	ENSG00000260083	
C15orf40	1	ENSG00000169609	
C15orf41	1	ENSG00000186073	
RBM7	1	ENSG00000076053	
RBM5	1	ENSG00000003756	
RBM6	1	ENSG00000004534	
C15orf48	1	ENSG00000166920	
SMKR1	1	ENSG00000240204	
